index,thickness,intensity
327,3.2385378,219.47957
328,2.3049738,160.21031
329,1.9981163,117.14353
330,2.8530288,187.8181
331,3.1631587,232.31343
332,2.7705405,182.28925
333,1.8343596,117.991745
334,2.4542794,139.96318
335,1.6484015,98.39335
336,2.016978,108.33316
337,3.2358975,233.2276
338,2.479991,204.95656
339,2.3266964,108.547
340,1.5296204,89.17757
341,2.4216256,169.51643
342,3.0765643,218.24417
343,2.7785401,136.6164
344,3.6553156,232.72787
345,1.2157452,88.610245
346,1.7022945,96.18738
347,3.4637954,216.19978
348,2.0155408,121.98803
349,3.633347,234.73369
350,3.9889362,249.66518
351,2.9435306,176.16368
352,1.6249894,105.99347
353,3.4936485,230.89096
354,2.309202,157.51779
355,2.1251655,137.0686
356,1.8819047,82.87226
357,3.899264,244.51942
358,2.3357239,161.87817
359,2.5435667,128.47049
360,2.3164048,151.23306
361,2.8310587,166.65227
362,2.4609919,127.69797
363,2.3608484,138.70117
364,2.7122238,186.92438
365,2.0949492,117.42534
366,2.027673,131.4206
367,2.4720092,125.894806
368,2.335049,123.23996
369,3.3584552,228.81271
370,2.3983152,164.38058
371,2.3015952,103.64476
372,2.078042,134.52664
373,2.1068075,113.65806
374,2.0331788,112.78189
375,1.9403201,124.77235
376,3.7585187,236.64651
377,1.812668,140.49434
378,3.159349,213.86067
379,2.4724808,180.74033
380,2.1407342,107.21481
381,2.2204957,148.56361
382,2.659176,178.57677
383,2.3268502,155.78276
384,2.493598,148.24213
385,2.3818393,128.09409
386,1.974522,118.332214
387,2.4976244,139.14064
388,2.434979,181.822
389,3.0712314,195.96545
390,2.270142,144.21039
391,2.5747633,168.76686
392,2.3006525,175.83984
393,2.0865715,146.65073
394,3.2717218,214.30833
395,1.8079126,127.27542
396,3.0672212,205.51675
397,1.8111943,92.37919
398,3.6056924,237.12256
399,3.0619597,210.43517
400,1.874509,91.931816
401,2.2666373,94.622314
402,2.2080832,129.09875
403,1.4154984,80.69444
404,2.3332372,176.62944
405,2.6971748,201.32239
406,2.396541,153.88542
407,3.1915016,209.89915
408,2.2868469,129.02336
409,2.213412,142.93451
410,3.5861907,227.44666
411,2.3787875,165.65111
412,2.5473607,167.9969
413,2.6739824,192.2114
414,1.8780844,96.825485
415,2.246764,135.28513
416,3.2732642,207.57855
417,3.2478876,210.26588
418,2.3459806,111.74835
419,1.6842486,114.493614
420,1.8559289,85.27309
421,2.3538902,124.36098
422,2.015707,150.00919
423,1.7693962,89.74886
424,3.7116609,231.36769
425,2.8819141,188.3342
426,2.7042978,181.4849
427,2.1404245,155.8389
428,1.9016514,90.89644
429,2.517972,170.9076
430,3.1520407,232.2507
431,2.0660143,96.99792
432,2.5606198,157.42212
433,2.6053474,152.00388
434,2.6014903,193.10455
435,2.5613284,159.26242
436,2.1233742,112.37967
437,3.0730982,209.32002
438,2.643372,161.69022
439,2.2248724,111.30717
440,2.0718644,142.93756
441,2.0713482,124.89253
442,1.8262212,86.0495
443,3.0345302,156.14658
444,1.8399148,89.66009
445,1.6443671,81.109505
446,1.8246397,92.598526
447,3.3363783,240.70479
448,2.725308,156.94653
449,1.8601375,100.359924
450,2.9633794,191.33316
451,2.275773,118.55316
452,2.7942557,189.52011
453,4.8695264,252.12495
454,2.1807866,161.83267
455,1.4797046,76.87595
456,2.6453812,181.7356
457,2.6727605,189.37653
458,2.293612,141.37825
459,3.1231656,210.14093
460,2.9383166,165.24416
461,3.7800465,236.1437
462,2.0155187,166.55054
463,2.0101678,107.810425
464,2.8198347,221.33286
465,1.996219,116.0615
466,2.9876404,180.84885
467,1.6508995,115.69762
468,2.1814325,108.21976
469,1.8125279,99.8959
470,2.84555,216.00974
471,2.9945579,224.66492
472,2.0847354,104.59686
473,2.3674161,120.00875
474,1.9715484,117.29291
475,2.5747395,209.1717
476,2.5955534,169.20909
477,3.9644523,248.88399
478,2.1317472,114.64291
479,3.279472,215.40671
480,1.9982995,88.77073
481,1.9790695,104.42
482,3.092893,228.2809
483,1.759145,91.52908
484,3.7127526,232.82024
485,1.4491359,84.53224
486,2.1162906,108.41591
487,1.8837076,92.91988
488,2.0610595,106.7052
489,2.7330854,161.62048
490,2.4783788,140.17372
491,2.2665675,109.64726
492,2.5120833,165.55258
493,2.1323478,146.31494
494,3.190456,212.75879
495,1.7923716,113.30639
496,2.090709,107.23117
497,2.8684688,185.87665
498,4.2886176,250.61081
499,2.1493902,112.77612
500,1.8939519,119.68056
501,2.4770901,135.46274
502,2.362766,122.69557
503,2.4989467,167.56451
504,2.0284257,147.25403
505,2.4180894,128.1191
506,1.9213372,129.62206
507,3.2886953,226.1013
508,2.2314467,170.83623
509,2.3662314,122.21144
510,2.0401103,129.72736
511,2.5238519,183.26479
512,2.3050451,176.39638
513,3.2194016,214.9069
514,2.4432416,124.311554
515,2.221396,132.39162
516,1.918524,125.82114
517,1.9176407,90.86153
518,2.7171943,155.47437
519,3.2408843,221.28703
520,2.2822347,161.88046
521,1.4139671,86.05123
522,1.6558411,104.68791
523,3.0962996,201.86743
524,3.271916,232.7335
525,2.339031,138.46918
526,2.5391788,139.25299
527,2.3098986,143.7116
528,2.2589974,147.09286
529,1.9166309,102.701675
530,1.959288,86.52336
531,2.9416833,214.83116
532,1.6514723,93.708755
533,2.2418354,101.149185
534,3.3377974,228.23373
535,3.4393783,231.76941
536,3.101155,194.81474
537,1.4928555,97.20436
538,1.8722671,106.365005
539,1.5168548,91.44788
540,1.8831742,102.34021
541,2.785347,184.21713
542,2.1937132,126.15817
543,2.7096667,206.24751
544,2.3633409,138.21179
545,1.5925449,104.60875
546,2.7636244,174.78014
547,1.9851754,131.9237
548,2.564447,184.66583
549,2.1642072,115.42439
550,2.6010044,185.51416
551,1.4638987,104.49033
552,2.8849728,188.77072
553,2.40922,151.04082
554,2.5681822,165.52808
555,1.6749237,94.46153
556,1.6611063,83.329414
557,1.8143072,92.4355
558,2.246402,164.12523
559,3.1561294,206.32036
560,2.0654485,120.799324
561,2.0983458,112.895355
562,1.7118403,85.64253
563,2.6320977,125.985275
564,3.358979,225.45387
565,3.118312,207.94113
566,2.4989972,179.14912
567,2.6926196,192.38966
568,3.6880176,234.613
569,3.071578,211.47368
570,2.654074,185.55698
571,4.7503347,252.30215
572,1.6664045,88.20094
573,2.1075325,157.89021
574,2.846394,188.91763
575,2.2566683,152.09943
576,4.089298,240.65073
577,2.1059244,144.20798
578,2.8509014,188.83115
579,3.6136358,231.08327
580,2.2058177,94.432106
581,3.4166589,235.20512
582,1.8161751,96.94951
583,2.3811307,133.54335
584,2.4650037,135.09113
585,1.5796565,117.00602
586,2.7718527,197.87404
587,2.1173558,127.58852
588,3.6462705,227.3837
589,2.817991,197.82747
590,2.460781,170.76364
591,3.8513513,238.17679
592,1.9167333,133.42484
593,2.968267,197.58484
594,2.612455,165.82877
595,2.0097961,146.70268
596,1.8029754,88.71117
597,1.8228328,82.749664
598,3.026325,189.98758
599,2.42822,164.95331
600,2.9874396,221.11151
601,3.6164033,235.89685
602,1.9850057,131.52039
603,3.0671942,203.26804
604,2.527512,155.40987
605,2.035027,153.1969
606,2.1951334,161.12491
607,1.9281842,124.3699
608,2.6098497,210.8947
609,2.3495169,191.753
610,2.272307,130.84134
611,2.0887802,166.85278
612,1.9419227,95.61465
613,2.2347343,118.79074
614,2.5552151,141.8041
615,2.9621007,190.46811
616,1.4753481,81.158134
617,3.3825989,236.76521
618,2.6958146,169.16757
619,2.2595851,192.06439
620,2.366192,137.91998
621,2.3348458,152.6412
622,2.4310927,165.9441
623,3.865046,245.11446
624,2.766992,138.59767
625,3.3517492,216.53992
626,3.4376798,233.03459
627,2.7753842,201.83217
628,2.681345,223.84518
629,3.0353878,192.80176
630,2.6204798,171.73117
631,3.595158,244.90695
632,3.4593215,235.1828
633,1.9993567,122.85004
634,3.4942458,233.98203
635,2.4666872,151.45854
636,3.1273232,208.30638
637,2.2682443,147.02136
638,2.746762,197.01576
639,2.2730958,109.36456
640,1.8785751,104.09103
641,2.3741364,154.96442
642,1.9846003,130.0429
643,2.6499321,167.40955
644,2.884163,212.41919
645,1.7442244,107.10868
646,2.8573654,167.26776
647,3.6125112,238.43777
648,3.040004,202.50603
649,2.5202956,164.40634
650,2.1142788,122.2206
651,1.8831555,133.5655
652,2.1342483,113.12789
653,2.5047278,180.78629
654,3.8196025,235.87599
655,1.9351822,102.679436
656,2.4589012,145.19229
657,2.1323793,127.63294
658,1.9534262,131.45593
659,2.52465,141.36607
660,2.5492294,200.91243
661,3.2332938,238.70743
662,4.029993,246.76102
663,2.9191027,214.79572
664,2.7866912,146.945
665,2.550315,132.68231
666,2.708805,173.819
667,2.4515274,177.15094
668,2.9671016,173.14772
669,2.1766174,121.28706
670,3.285343,226.65352
671,1.955674,104.247314
672,3.5513098,245.96812
673,3.1368387,202.63216
674,2.8111348,207.76007
675,3.1786458,193.8965
676,1.9364647,145.04608
677,1.7125947,115.62012
678,2.5688798,191.2697
679,1.6179746,98.498764
680,3.8611655,245.54376
681,1.7442672,126.428375
682,2.4124799,132.41293
683,2.0453062,131.55722
684,2.895524,215.86803
685,2.7708006,187.0026
686,2.354771,160.95822
687,2.0214915,126.78876
688,1.6661254,96.639015
689,1.8260207,113.432236
690,2.5565486,174.72821
691,2.3220124,169.71524
692,2.1805809,167.66927
693,2.3480713,165.72351
694,1.4134275,72.333244
695,3.1104913,219.92755
696,2.5325274,158.52692
697,2.6706524,154.02148
698,2.8454661,194.78534
699,2.3185318,172.68872
700,1.8227317,82.9242
701,1.5785486,91.69561
702,2.8246124,204.71832
703,2.9581518,188.5665
704,2.545444,161.15051
705,1.9353843,87.16009
706,4.686061,251.84348
707,4.195548,248.34346
708,3.4209492,231.09737
709,1.9572266,133.93524
710,2.5908086,187.12886
711,2.5055876,166.44357
712,3.6830335,223.1004
713,2.6032302,157.53802
714,1.8778728,101.11517
715,2.2680736,122.94464
716,3.5190349,237.14883
717,2.456829,154.03787
718,2.4809947,162.26971
719,1.8461715,105.74887
720,1.5997176,90.26831
721,1.5876383,74.53252
722,2.3394527,99.87213
723,1.8322405,105.65915
724,3.0331771,206.9902
725,2.7366426,185.85461
726,2.261192,152.48555
727,2.5675998,189.38353
728,2.1071935,101.237885
729,1.9673727,107.20892
730,3.01413,215.5108
731,1.4566866,109.740944
732,2.5629923,164.42511
733,1.5767758,80.2157
734,1.8705318,86.85951
735,1.2471423,91.286804
736,3.5470552,228.12212
737,2.2649984,151.67682
738,1.5187249,80.7026
739,2.160529,116.25331
740,3.334696,228.20256
741,2.103827,125.12788
742,2.2968063,166.5199
743,2.1351066,111.039795
744,2.902438,206.46475
745,1.5359437,86.889206
746,2.637018,151.65105
747,1.9598411,111.31185
748,3.7470067,235.58429
749,3.0949318,195.13786
750,2.740008,183.5646
751,2.7635803,179.17831
752,2.5697536,138.41214
753,2.2515025,158.27313
754,2.2975736,135.69861
755,2.8311388,188.46185
756,3.1318479,216.227
757,2.2438662,108.78595
758,2.120938,96.27602
759,1.8455992,127.69743
760,2.5835705,205.72781
761,2.420836,202.01701
762,2.0104952,138.97849
763,2.031885,113.732086
764,2.6612778,170.73276
765,1.4872552,90.24609
766,3.4889016,233.80132
767,3.442815,242.66585
768,1.609901,101.96707
769,3.2393978,220.80333
770,2.7336512,192.97572
771,2.4351957,151.41663
772,3.7421348,245.04657
773,2.1111436,118.73558
774,3.2849452,228.42328
775,3.163719,226.71255
776,1.72615,90.41591
777,2.8318117,207.9902
778,3.144446,238.96065
779,1.9340653,107.70398
780,2.140001,117.70126
781,4.010013,245.5217
782,2.8101401,190.41302
783,3.033404,204.68431
784,2.2786386,119.09152
785,2.5093238,205.9645
786,1.6637828,89.21538
787,2.3538136,105.987206
788,3.0972302,179.34929
789,1.5242699,114.52775
790,1.7732835,77.6544
791,2.6782682,168.7807
792,3.436729,206.54517
793,2.593781,146.71947
794,2.4781394,156.52234
795,2.948257,203.0974
796,2.502062,166.10898
797,2.1821911,119.20973
798,2.533066,151.543
799,1.8649575,112.55275
800,1.9752816,129.28275
801,2.2267578,106.11518
802,2.33812,123.714806
803,4.1104326,241.09253
804,2.8570316,128.84042
805,1.5584881,96.70301
806,2.2987661,114.7709
807,2.615313,150.56656
808,2.1026084,122.70273
809,2.3546228,119.1242
810,2.3120074,113.96077
811,1.8614566,92.95168
812,2.19489,134.79852
813,2.0300112,155.71796
814,2.6312363,190.91673
815,2.2331772,120.44212
816,2.69973,159.73885
817,1.8759599,138.75665
818,3.4776201,231.4396
819,2.0331209,121.405594
820,3.308003,239.03291
821,3.1095011,199.34381
822,1.8148206,115.15997
823,2.425177,160.13559
824,2.7234983,210.0152
825,3.2240078,207.06674
826,2.1843162,122.362045
827,1.5903487,75.87793
828,2.446877,127.79571
829,2.7043552,138.55692
830,2.0583398,157.70554
831,2.02393,83.17945
832,1.424165,79.68441
833,1.9832585,103.45831
834,3.2040343,203.09535
835,2.3431625,119.46171
836,0.983119,72.73377
837,3.1307492,193.32585
838,2.5051239,150.99458
839,3.0239685,193.8253
840,2.425621,146.49673
841,2.4286256,193.23236
842,2.425126,180.94302
843,2.2180476,152.70251
844,1.5467006,91.02299
845,3.6789947,239.18042
846,2.0660038,143.25497
847,2.758164,203.38963
848,2.1870131,130.42429
849,1.8555492,133.9176
850,2.2718441,158.75803
851,2.828837,204.14838
852,3.9603736,246.24467
853,3.5538132,246.96562
854,2.0138628,105.3255
855,2.8439574,181.50626
856,2.5881805,136.81567
857,2.17186,150.93056
858,3.802959,245.73703
859,2.173326,124.74203
860,2.677605,204.12086
861,2.6351886,198.54982
862,2.3495011,134.79413
863,2.5053523,164.81924
864,2.9408257,189.57259
865,1.7138811,91.240875
866,1.5015266,117.87807
867,2.0425735,135.86578
868,2.345639,126.570145
869,1.8812863,95.0633
870,1.9347935,124.58348
871,1.905943,102.16736
872,2.7784739,168.49338
873,4.1608114,251.5893
874,3.0445755,183.29112
875,1.6307185,138.59576
876,1.6708006,84.11523
877,2.649319,171.48724
878,2.7869368,190.35822
879,3.0983682,203.49968
880,2.000956,136.14456
881,2.984568,206.01941
882,1.9512384,142.8256
883,3.2167513,203.37979
884,2.6286173,187.14279
885,2.3066936,127.00876
886,3.179116,185.3133
887,3.8520215,237.86452
888,2.5495622,142.8049
889,2.8591442,208.05307
890,2.4192777,169.573
891,1.9291663,107.26822
892,2.5457032,141.17522
893,2.6766744,155.28835
894,2.5573456,167.18866
895,3.858286,246.1086
896,4.5956793,254.02838
897,2.135382,123.15546
898,2.7210188,192.89323
899,2.0802922,118.54198
900,2.2289708,176.27675
901,2.8479064,185.46684
902,2.622354,138.6889
903,2.9770522,200.6876
904,4.414415,253.67252
905,1.6568986,103.73102
906,2.4592113,158.51306
907,2.3353748,121.15323
908,2.370481,134.4364
909,1.994865,110.5764
910,2.1151366,109.68553
911,1.7764682,96.73497
912,2.8428152,186.24799
913,3.321034,205.01025
914,2.2844832,129.96793
915,2.1890092,126.39264
916,3.0654223,223.29163
917,3.1281686,221.93681
918,2.7190273,168.42052
919,2.3831458,170.44254
920,2.0638928,114.66126
921,1.691972,94.95262
922,1.7219226,94.451744
923,2.5394511,164.6994
924,1.9321725,95.46187
925,1.9012244,105.97251
926,1.9482359,111.80706
927,2.568853,144.04532
928,2.1418927,103.9595
929,2.2934737,157.71486
930,1.7068641,94.3407
931,2.0973372,106.38154
932,2.7731202,203.97916
933,2.0441515,113.14612
934,1.8828893,118.555756
935,3.3685527,232.18295
936,1.9538888,87.33673
937,1.3995056,74.34765
938,2.5490382,142.41478
939,2.1134534,146.19496
940,2.2094128,155.32758
941,1.4239763,87.34995
942,1.7929599,81.41855
943,1.914289,113.15605
944,1.8440852,112.62449
945,1.5646765,79.03035
946,2.666634,194.0853
947,1.5996152,86.90098
948,2.2765057,119.52074
949,2.1453214,124.8757
950,4.6772976,253.53964
951,2.7308965,163.87367
952,3.155066,207.0312
953,2.1630683,109.17708
954,1.6612346,91.12638
955,1.9533827,115.727554
956,2.9535162,206.68141
957,2.0917382,103.64645
958,1.845429,108.444496
959,3.0494778,212.31393
960,2.72103,176.96683
961,3.1714118,199.56226
962,2.1114209,115.11711
963,2.4034538,130.5787
964,2.9983356,186.82593
965,2.0740056,149.24849
966,1.6828787,105.46747
967,3.7812111,233.10504
968,3.0886226,194.17491
969,1.5463076,88.72603
970,2.9171479,188.40935
971,2.3214293,122.95619
972,2.1403608,123.897446
973,1.6587027,111.131714
974,3.4335234,227.79488
975,3.1461837,218.97261
976,3.2571833,206.34085
977,2.7589388,161.34987
978,2.4946826,158.82639
979,2.4378448,188.23778
980,1.7605175,116.26371
981,2.3257728,147.52493
982,4.0388017,245.60341
983,3.1004708,213.0509
984,2.092163,114.00545
985,2.6085768,149.9733
986,2.320274,152.95773
987,2.3207479,114.77285
988,2.5164182,165.82617
989,2.9736352,240.819
990,1.4225798,101.83468
991,1.7404652,104.76091
992,1.9600489,121.327286
993,2.3895497,172.36667
994,1.7473667,87.57377
995,2.0831623,131.28566
996,1.8749256,99.617966
997,1.5195045,76.28392
998,2.1849525,127.77746
999,3.1871638,229.80806
1000,1.9279723,100.75217
1001,2.8674636,187.78653
1002,2.1959107,177.57214
1003,3.3511233,234.20078
1004,2.5351143,151.27893
1005,3.7971313,234.35034
1006,2.2150378,117.03206
1007,1.9443262,120.252655
1008,2.857181,150.22758
1009,2.3686516,140.10527
1010,1.7407777,103.42875
1011,2.9456632,212.29552
1012,2.658151,196.04468
1013,2.4751062,168.87582
1014,2.3240104,155.34769
1015,2.8321173,186.28879
1016,3.2694678,218.29767
1017,1.6359851,86.75986
1018,1.4864576,82.796875
1019,1.3195401,80.13599
1020,3.155293,219.17915
1021,2.4717877,201.23166
1022,2.525794,160.37796
1023,3.2740555,220.75513
1024,3.16213,216.9392
1025,1.5779798,74.29106
1026,2.139986,112.76832
1027,3.9810486,249.76524
1028,5.0466223,253.81905
1029,1.5472267,95.95749
1030,2.1578853,106.71149
1031,2.098266,122.96779
1032,2.5320241,152.82352
1033,2.7480574,146.979
1034,1.589083,76.25702
1035,3.7274227,237.54846
1036,2.6376889,196.20084
1037,2.0805078,143.60207
1038,1.4233626,84.66004
1039,2.8195155,186.77812
1040,3.096282,195.67476
1041,2.7943544,191.07774
1042,2.1693163,145.4897
1043,2.1715074,113.214096
1044,3.3387473,239.6294
1045,3.2109373,203.63391
1046,2.7216496,196.74261
1047,2.746307,165.62088
1048,2.6204906,165.52576
1049,1.3004851,75.50895
1050,2.0182543,135.2774
1051,3.0382166,185.35568
1052,2.8390155,181.68616
1053,2.2056468,150.97026
1054,2.7147393,164.73616
1055,1.7196342,84.05156
1056,2.2799087,139.47931
1057,1.6550548,100.15733
1058,2.3960555,127.25617
1059,2.6443858,158.27142
1060,2.1812797,112.257904
1061,1.6239364,88.43954
1062,2.2617738,156.26009
1063,2.6181393,180.02501
1064,2.1199331,114.939514
1065,2.1381612,153.31479
1066,2.820618,171.6041
1067,2.008211,109.98364
1068,3.3080323,240.35178
1069,1.4715722,82.33435
1070,1.5901303,79.93176
1071,2.184899,136.3823
1072,2.5776076,138.95047
1073,4.4845624,244.48799
1074,1.4818097,78.26155
1075,2.24124,117.574905
1076,1.7050768,107.60516
1077,3.7784886,231.25247
1078,1.8990648,104.20314
1079,1.7952056,139.23572
1080,2.1114564,132.6925
1081,1.6888472,98.559425
1082,2.656424,205.35716
1083,2.279865,157.42818
1084,2.2232347,166.71463
1085,2.7092893,150.8071
1086,2.0719666,126.6974
