index,thickness,intensity
227,2.2451215,170.44421
228,2.8014667,180.03049
229,1.8346906,126.17877
230,1.7374094,98.68451
231,2.0083647,107.20706
232,2.4537368,121.761734
233,1.9486992,132.90822
234,2.1450813,117.53099
235,2.2766237,114.16471
236,2.6844828,157.96552
237,1.8064749,94.24969
238,3.412958,202.69568
239,2.7960734,182.98993
240,2.9329298,183.02652
241,1.3905147,85.15044
242,1.9451632,102.731964
243,3.152614,187.10887
244,2.0216095,120.54707
245,2.5968099,174.38345
246,2.6406636,193.03223
247,2.0892496,133.73557
248,3.9051216,236.73819
249,3.1101508,191.62387
250,2.249759,118.25604
251,3.6699026,246.28079
252,2.0388067,94.94807
253,1.8514302,104.98766
254,3.2512672,230.23831
255,2.2944808,138.04095
256,2.6432657,180.05298
257,3.1768694,210.8731
258,3.2969642,237.87877
259,2.5728726,155.8888
260,1.9776413,80.294815
261,1.6679094,92.922714
262,2.8046806,147.40695
263,1.9805835,102.30841
264,1.5066092,88.47821
265,2.343418,125.76159
266,2.795677,186.63379
267,3.9086971,243.74033
268,2.471579,176.29599
269,1.827831,102.86503
270,2.686332,146.62024
271,3.0716274,232.83714
272,1.808528,93.45907
273,1.8471533,109.15266
274,2.4606864,172.59396
275,2.3072143,138.64563
276,1.9206564,118.67278
277,3.0842588,224.3062
278,3.5016563,215.03282
279,2.5254827,140.12732
280,2.085537,151.24167
281,1.9318293,108.28244
282,2.1862586,129.92683
283,1.9053093,98.768875
284,2.262137,134.33957
285,3.3965757,241.25055
286,1.7855723,112.3474
287,2.0531323,120.93959
288,4.8838396,253.7798
289,2.070598,115.24367
290,2.6237626,184.10374
291,2.7731504,179.99292
292,1.9885077,114.27833
293,2.2885718,131.575
294,2.7597184,194.41156
295,3.3617034,235.36037
296,3.4243896,238.1313
297,2.6494193,151.84464
298,2.7195823,146.4346
299,1.8341318,103.70768
300,2.3116226,153.44806
301,3.2176175,213.30077
302,2.9299622,152.34372
303,3.0032163,174.15494
304,1.9809581,109.15733
305,2.402539,180.37549
306,3.271977,236.84018
307,1.7669567,115.9889
308,2.5227509,187.51712
309,2.29438,138.63104
310,1.0932784,79.089966
311,2.1552339,114.318825
312,3.4451666,224.71178
313,2.0899425,125.89041
314,2.5416465,154.78
315,1.921503,123.237366
316,1.8852708,102.227516
317,2.5075138,177.69228
318,3.1056943,199.71758
319,2.9428828,196.58768
320,1.9559866,112.36084
321,2.0342047,93.58211
322,1.7872424,83.67654
323,2.5774455,192.4876
324,1.7126967,106.04724
325,1.8911711,108.48837
326,2.5909271,187.92093
327,1.6821393,95.52581
328,1.5114598,91.19107
329,1.6913421,86.289536
330,2.464601,132.85849
331,1.7208691,94.43605
332,3.6512704,240.43924
333,2.1918044,161.2612
334,1.9842861,107.71558
335,5.0355945,254.49211
336,2.2838728,149.7747
337,3.7944608,240.92903
338,1.6395067,139.34036
339,3.3846896,236.7008
340,1.6796113,85.84808
341,2.4272892,193.1714
342,2.683005,184.15213
343,2.2510684,178.23817
344,2.3222127,155.66705
345,2.7049613,212.22473
346,3.780162,243.427
347,3.0021622,197.57196
348,1.8782241,90.10629
349,1.8146224,79.13187
350,2.6444776,200.85999
351,2.2478862,157.13126
352,2.4303336,190.74199
353,1.4468162,82.89507
354,2.5298553,182.02548
355,2.5511372,178.70343
356,1.4218062,81.79144
357,2.8602242,184.82994
358,2.1627119,120.94594
359,2.011249,121.604645
360,1.50771,79.89109
361,1.3356351,81.30103
362,2.5465577,165.15443
363,3.9436088,241.7263
364,2.593157,143.28093
365,2.4514763,188.1722
366,3.679789,244.53139
367,2.4924295,123.85464
368,2.1992216,134.34984
369,2.7668219,178.33116
370,1.7692311,141.03944
371,2.841884,210.47568
372,1.8368253,101.67911
373,2.5404344,172.99295
374,2.3835137,204.16447
375,2.991267,220.05125
376,2.421708,176.51909
377,2.8669963,207.69894
378,2.4566607,126.65623
379,2.5863886,163.1156
380,1.7651193,95.519005
381,2.4041142,149.18958
382,3.3007395,207.59949
383,2.9333296,178.9967
384,1.9213834,126.709915
385,3.6259313,242.94128
386,2.8535452,195.03462
387,3.42487,214.9923
388,1.834285,80.95715
389,2.650647,193.17853
390,2.373938,161.54587
391,2.4457793,177.91187
392,4.0414915,245.61824
393,1.9195974,93.015015
394,1.9458205,136.86697
395,1.8702104,115.64459
396,2.0101302,92.8255
397,1.7354245,88.636055
398,1.9271666,93.2137
399,1.9861791,120.15099
400,3.750597,241.86438
401,2.6531408,149.95972
402,3.3955417,220.13728
403,2.5515053,167.6874
404,2.9593723,164.44827
405,2.90044,215.79008
406,2.2662108,107.59334
407,3.156419,227.88974
408,3.015774,213.0509
409,2.8980386,194.2779
410,1.5681831,86.397354
411,2.408106,151.28145
412,2.1584344,117.91485
413,2.4033027,136.4106
414,3.2520127,221.50092
415,1.6972169,87.32684
416,3.2549794,203.86548
417,1.9873718,94.536995
418,1.6889669,88.37468
419,3.1761026,222.21242
420,3.137108,195.76323
421,2.6267962,145.5462
422,2.9324436,197.15114
423,2.652242,167.85063
424,4.250518,248.26175
425,2.8069663,175.11563
426,3.1837702,221.65985
427,2.759729,197.80984
428,1.5884151,82.01614
429,1.5452034,89.16539
430,1.8864719,102.75328
431,1.7352241,88.061104
432,4.630622,251.86409
433,2.5656543,190.4335
434,2.5406318,171.88156
435,2.4935052,180.63599
436,1.5637833,99.06508
437,2.3682318,143.61548
438,1.3850406,77.9444
439,1.6157459,79.569176
440,2.7412581,192.84045
441,2.9307761,210.18228
442,2.3945174,151.6659
443,1.691297,86.85249
444,2.9633658,223.39972
445,2.6827245,160.07814
446,2.3591204,177.62721
447,2.9590654,177.28549
448,2.3717248,135.60896
449,2.008686,93.9773
450,2.4012082,143.05597
451,2.3853664,169.40729
452,2.46253,138.0886
453,2.2381387,112.74483
454,2.552602,180.32669
455,2.3218675,157.05331
456,2.1790826,136.81197
457,3.090738,208.31743
458,3.6611907,236.78027
459,3.1991684,200.38382
460,2.6305792,163.8716
461,2.0674796,114.02797
462,1.7923391,146.44464
463,1.7399393,90.98223
464,3.0279381,189.42877
465,3.2674618,225.40077
466,1.6986482,78.07595
467,1.8227229,110.48393
468,2.1588378,145.04613
469,1.839168,95.21023
470,1.8072516,109.36345
471,1.405813,83.21612
472,1.9480017,131.85779
473,3.3114257,214.90256
474,2.4671235,190.40315
475,3.928273,242.07832
476,3.1713612,198.84718
477,2.0275066,111.94739
478,2.2712085,159.77301
479,1.6599147,115.80591
480,2.1538005,166.67172
481,2.42737,154.79034
482,2.0617495,124.07706
483,1.8996695,99.39993
484,2.5464284,154.7637
485,1.9797392,97.124054
486,2.1291,144.80708
487,4.6495724,250.66542
488,2.4270964,127.12952
489,2.1371024,110.38214
490,2.681265,162.58916
491,2.2653997,115.489944
492,2.5210414,173.11765
493,2.4511194,171.49503
494,2.7063987,179.16922
495,2.9691727,159.27403
496,2.1066835,115.17674
497,3.4100668,237.92116
498,1.5639048,79.39398
499,1.7068348,89.38121
500,3.147283,213.26709
501,2.1002922,138.42844
502,2.6605725,185.39713
503,2.8845243,213.35799
504,2.5704837,185.41388
505,1.3201218,78.87092
506,1.4681569,83.710304
507,2.2993743,118.106445
508,2.6275764,177.35919
509,2.876101,143.02625
510,3.091337,202.17793
511,2.5401828,118.641174
512,1.6610564,89.23833
513,2.7216463,178.8168
514,2.1691103,120.187515
515,3.0662403,195.45192
516,1.765218,119.23099
517,2.0397131,107.0314
518,2.114717,116.36272
519,2.3018193,128.09286
520,2.2754598,131.7911
521,1.9485685,92.58044
522,2.1996944,117.74267
523,2.4269981,187.996
524,1.6215229,89.22642
525,2.3764596,134.25302
526,2.2461495,156.15585
527,2.8998756,198.18929
528,2.2536674,117.691505
529,2.6582465,188.74355
530,2.5536432,187.14998
531,1.9767215,94.341774
532,2.1306512,128.84657
533,2.6743464,165.79135
534,2.3246057,148.08144
535,4.8721333,253.2471
536,1.806784,96.70451
537,1.6784449,96.6614
538,2.1926572,144.35388
539,1.4863813,84.500824
540,2.0108864,107.5438
541,1.6852102,103.09839
542,3.1031544,220.94058
543,1.515516,95.23151
544,1.8780296,143.1484
545,2.2528892,139.06107
546,2.2566342,119.679276
547,1.6471648,94.87494
548,2.627297,154.48178
549,2.3225996,153.3116
550,2.4036841,141.63446
551,2.3817246,155.74295
552,1.6984698,105.08432
553,2.7787638,195.57002
554,1.1758834,79.099
555,2.7882636,176.91516
556,1.6960092,78.0706
557,1.8957794,125.66507
558,2.3603363,183.26428
559,3.1131675,183.46912
560,3.1083977,222.31938
561,2.373257,126.69577
562,2.2480705,113.83673
563,1.4068158,80.844444
564,2.1261024,144.58969
565,1.5406216,78.16707
566,1.5304859,92.35167
567,2.5466917,160.34344
568,1.6076788,84.88718
569,1.1927075,76.57428
570,2.5139108,163.37625
571,1.6805886,90.71643
572,1.6565186,86.2778
573,2.5213547,148.45885
574,2.0318534,102.71177
575,2.7924352,199.58098
576,1.7244247,94.978584
577,1.8708602,100.84163
578,3.5379527,229.5655
579,2.3614843,141.5031
580,2.8959434,204.19814
581,2.2928739,122.149956
582,2.3996093,134.62328
583,3.6105385,218.15228
584,2.2210708,118.32164
585,2.7550914,193.91927
586,2.4447188,123.53416
587,1.9146149,136.9404
588,2.8090136,207.95433
589,1.974024,108.84819
590,2.8160262,153.71509
591,2.5962548,186.76752
592,1.9686902,129.32332
593,2.651111,185.6402
594,2.7133172,170.4968
595,2.4367793,157.33966
596,2.2519155,121.53377
597,2.7230778,160.04758
598,4.041088,244.75357
599,3.2808912,221.13905
600,2.1493802,105.675705
601,2.1691194,127.39296
602,2.7144923,166.751
603,2.9489875,208.70769
604,2.4740982,165.2944
605,2.357399,118.8136
606,2.617763,134.65031
607,2.0130916,101.02734
608,2.9678025,219.26012
609,2.2649598,133.09042
610,3.1000767,230.63495
611,3.1509376,211.4729
612,2.0276668,137.7579
613,1.914803,88.5565
614,2.1823158,108.706024
615,1.3769715,78.96182
616,1.81668,110.76837
617,1.9043695,103.99035
618,2.5184624,124.17819
619,2.6354175,157.92532
620,1.9445921,89.753174
621,3.3304048,230.12363
622,2.4522548,152.03485
623,2.8988671,194.33897
624,2.5989432,175.99086
625,2.7353113,196.45773
626,2.3315406,167.10495
627,3.6743662,233.71315
628,2.5625775,173.87076
629,2.1904974,137.12878
630,1.3655317,80.80612
631,2.845248,202.10553
632,2.9602711,197.08882
633,3.868831,252.14532
634,2.250251,131.29337
635,3.0894141,220.73405
636,3.0181394,191.41257
637,2.0486653,120.5309
638,2.3926358,193.99043
639,2.5975955,117.29436
640,1.9351304,82.332565
641,2.496905,182.52414
642,2.0242493,108.32605
643,3.0944314,217.43367
644,3.4719324,230.60635
645,1.8414634,110.31882
646,2.6047182,196.86494
647,3.214709,205.26314
648,3.1520042,228.85092
649,2.923428,176.39423
650,2.357029,116.39171
651,2.2851558,118.53226
652,1.5112596,90.32619
653,2.7066958,184.66107
654,2.1111162,116.75183
655,1.945688,108.28055
656,2.3752737,137.30008
657,2.2657108,111.791595
658,3.1263463,228.17073
659,3.346883,197.60448
660,3.0002258,215.83722
661,2.7002425,148.72418
662,2.2792642,128.37958
663,4.145493,229.5203
664,3.9607677,249.34854
665,1.7912698,104.47653
666,1.5595334,89.333664
667,2.423161,152.33551
668,2.9292452,205.31606
669,2.3172758,176.67003
670,2.1206431,90.80971
671,2.860419,169.26514
672,2.0903244,123.094376
673,4.751037,253.69449
674,2.5348763,162.66971
675,2.1015162,106.21736
676,2.7190878,187.51248
677,1.8386767,101.71509
678,2.5105672,164.15855
679,2.5796905,151.30742
680,2.3179812,127.7393
681,2.0961828,98.420105
682,2.5806227,158.94127
683,2.0655859,113.94455
684,3.8681836,239.94722
685,2.00565,122.6484
686,1.8759376,106.79889
687,2.8920338,196.57701
688,2.5511155,172.55054
689,2.2259953,122.8454
690,2.8091464,198.12437
691,2.8571503,162.1182
692,2.7270467,204.65788
693,2.5163057,178.90392
694,3.3278036,234.53462
695,3.4889572,225.72153
696,2.2012286,122.40347
697,2.533121,145.60168
698,2.157306,171.58362
699,1.8520545,87.36246
700,2.3475487,131.63414
701,3.8925967,243.52667
702,2.5797784,145.92633
703,1.851165,90.97715
704,3.0190988,218.45126
705,1.6462448,96.70488
706,2.1172872,142.90024
707,2.5646122,177.37924
708,1.7927887,113.806305
709,2.266372,176.39484
710,2.103497,105.151855
711,3.5442786,232.25499
712,1.6922677,99.903915
713,2.6772535,207.19498
714,2.0579941,110.6509
715,1.5868772,75.92808
716,2.4077487,164.91496
717,1.6736832,92.86195
718,2.2902656,154.01947
719,2.8197367,191.21481
720,2.0461125,105.05738
721,2.3964982,156.52719
722,3.1058009,226.3811
723,2.7602208,171.3858
724,5.26186,254.12625
725,2.521701,138.90303
726,2.5816188,163.48277
727,3.037398,167.28961
728,1.9815905,94.937485
729,2.2684257,164.27753
730,2.4541478,117.54931
731,2.4947107,155.77496
732,4.006343,242.94162
733,2.530742,217.45352
734,2.4774406,132.9824
735,2.7269285,176.87877
736,2.298388,121.56775
737,2.8575373,217.90593
738,2.4373155,132.37447
739,3.02593,208.07246
740,2.306737,125.50284
741,2.4450688,167.88474
742,3.552043,238.2596
743,2.9139671,164.48457
744,2.599555,154.91768
745,2.7317545,179.33597
746,1.8948132,99.31839
747,4.0989647,243.57652
748,1.6826316,95.11102
749,2.33577,152.44514
750,2.4722502,194.29454
751,2.0038705,107.016525
752,1.5686681,103.67724
753,3.356127,221.92368
754,1.562977,87.50345
755,4.163478,247.92746
756,3.0144036,180.39633
757,3.1554782,213.47969
758,2.955674,188.0239
759,3.1410286,208.44402
760,2.5931306,158.32263
761,1.4465759,83.45969
762,2.5595634,140.04916
763,2.3065872,141.19458
764,1.9172506,112.64442
765,3.727097,240.56015
766,2.9199154,218.32994
767,2.3245199,134.9668
768,2.579022,150.44223
769,3.126898,207.8914
770,2.342927,152.48831
771,1.6056107,104.7093
772,3.4402864,234.02281
773,1.8574607,106.07206
774,1.813947,124.78613
775,2.2331583,132.18459
776,1.8867172,103.69771
777,2.4209137,135.90068
778,1.9231896,95.90849
779,3.2750697,235.48666
780,1.88275,115.404625
781,3.2304838,208.93375
782,2.8499453,186.80327
783,1.362505,87.974815
784,1.642886,82.789856
785,2.4607587,157.15744
786,1.8963138,85.42634
787,2.2589247,118.93609
788,1.8007493,113.241486
789,1.4281099,96.92998
790,2.1629496,99.314285
791,2.745364,185.32407
792,1.9688873,127.01727
793,2.5933022,166.3155
794,2.276012,174.4497
795,2.2469273,120.676544
796,1.3035735,79.16974
797,3.8557668,238.60246
798,2.1667414,153.03978
799,2.1609983,132.91821
800,2.0419605,106.75862
801,1.413183,77.28409
802,1.9035357,110.8568
803,3.3997712,232.47205
804,5.2269397,254.28831
805,2.3294759,103.11748
806,2.7209501,161.46185
807,3.6295176,223.6406
808,3.3123236,227.56342
809,2.9043822,204.10855
810,2.5104792,173.63731
811,2.4367747,152.7052
812,1.856247,108.58754
813,1.727905,88.60057
814,1.9828157,99.19824
815,2.6724863,156.50482
816,2.525622,157.9515
817,2.0500228,133.03152
818,2.249002,179.51437
819,3.191834,217.15173
820,2.5753534,207.56738
821,2.461165,156.09207
822,2.6494048,166.93863
823,2.4237857,125.90799
824,2.6252334,177.48526
825,1.4286487,80.4021
826,3.2654972,216.89674
827,3.0853708,212.5116
828,2.7716184,185.77893
829,2.9341838,199.64314
830,2.6427615,152.0731
831,4.1120353,249.35623
832,1.9047053,139.82608
833,1.9040235,136.82533
834,3.1813478,188.1488
835,2.4620616,175.41376
836,2.0688753,96.2984
837,1.653648,93.52891
838,2.9025478,151.87451
839,1.8499353,89.85909
840,2.5598023,186.80176
841,2.407224,127.00116
842,2.8851006,199.80643
843,2.740274,158.8009
844,2.6430786,188.56741
845,2.4833474,162.73642
846,3.268688,216.93413
847,3.008344,228.07303
848,2.75842,185.98755
849,2.0693998,99.94682
850,3.6847818,214.06212
851,2.97341,192.41046
852,1.6832387,87.52456
853,2.266088,134.6102
854,3.5403361,235.43538
855,2.052176,94.854614
856,1.5111725,90.87657
857,3.0519948,176.26553
858,2.5427744,175.26187
859,3.5130265,233.06088
860,3.1212194,217.23825
861,1.7723364,121.95703
862,2.685183,212.91078
863,1.6310034,83.91528
864,2.0752192,135.07379
865,1.7073612,86.797195
866,3.145038,227.64676
867,2.9324498,206.72475
868,1.960872,141.62286
869,2.1788173,129.69608
870,2.4501052,155.3861
871,1.420621,78.07676
872,2.6106653,134.87964
873,3.1402645,202.96559
874,1.5646546,111.13635
875,2.460894,152.33759
876,2.5103307,152.72253
877,2.0197887,116.334946
878,3.56717,239.2696
879,3.9386497,244.14113
880,3.16404,202.20425
881,2.9076538,200.96829
882,2.8866682,200.719
883,2.7786818,182.82019
884,2.3540127,124.391426
885,2.5322082,149.71286
886,1.5664517,72.85785
887,2.067324,109.14127
888,1.9371967,104.56596
889,2.2767217,154.41568
890,3.2299504,238.16837
891,2.8268178,183.42093
892,1.9890854,137.01703
893,2.622714,194.79681
894,2.0487928,121.14017
895,2.8090863,188.32443
896,4.1629915,248.93242
897,3.5756583,241.79137
898,2.8402462,198.96971
899,3.4061575,242.11246
900,3.2884133,227.31789
901,2.3465247,167.96103
902,2.3431997,151.78168
903,1.6793237,109.929565
904,2.024362,103.35037
905,2.791265,194.48302
906,3.1955867,189.37161
907,2.1039286,148.29364
908,2.1269271,169.63123
909,1.7120879,104.93175
910,2.5501604,183.99973
911,3.3688197,240.4414
912,2.511293,158.38724
913,1.53175,91.33504
914,3.5552065,236.27052
915,3.1128013,197.55455
916,2.751765,192.01495
917,2.4142013,165.11154
918,2.0862868,131.91815
919,2.7364392,205.50073
920,1.5696732,97.83589
921,2.7370615,184.54681
922,2.2258875,100.80232
923,2.7624345,191.92395
924,2.4327435,163.87949
925,1.882597,131.43759
926,1.7536596,102.50411
927,2.1516082,139.71548
928,1.714927,109.35054
929,2.443789,172.34183
930,2.5826373,159.46555
931,2.1867678,115.96797
932,2.389208,170.3483
933,4.071003,247.61035
934,1.2701916,80.394516
935,1.826237,78.1889
936,2.5168402,168.73474
937,2.5892463,213.4424
938,2.8667972,192.1663
939,2.6447432,128.34079
940,1.7535039,82.61001
941,2.7225382,152.26604
942,2.82596,201.38446
943,2.5926802,186.82516
944,2.398758,121.022064
945,2.439113,121.52255
946,3.8816147,236.32594
947,1.8741033,93.085785
948,3.521421,237.34856
949,1.7785609,114.46338
950,2.289144,173.3937
951,2.6636117,190.61447
952,2.2944186,142.8291
953,2.9850636,215.99985
954,1.6088883,108.12068
955,3.1298294,187.323
956,2.016755,162.46335
957,1.6789324,84.66817
958,2.3507133,146.05185
959,2.5470512,214.81575
960,2.749375,205.81003
961,1.5855639,85.41075
962,2.745494,180.66063
963,2.1268766,129.3319
964,2.5771039,176.18073
965,2.4831033,166.22833
966,2.074746,146.98169
967,1.931054,91.155396
968,2.1918838,157.97234
969,2.6654236,186.33961
970,4.393485,252.15855
971,3.742712,229.003
972,2.4442708,168.956
973,2.2483163,97.42447
974,2.2887893,145.00491
975,2.2151263,104.497665
976,2.9522638,162.57205
977,2.6997757,158.02524
978,2.5580869,158.02487
979,2.5317922,177.62552
980,1.9268087,96.157135
981,2.2654138,161.9706
982,3.0437167,158.38107
983,2.0086386,128.66646
984,2.2835135,136.44943
985,2.834887,187.25172
986,1.9107622,118.95746
987,3.5521753,241.21025
988,1.6741579,120.3533
989,1.9761767,105.73736
990,2.1440027,140.8111
991,3.4581726,235.22589
992,2.053513,117.61946
993,2.5526698,144.39209
994,3.6915548,241.89723
995,2.0245838,132.32141
996,2.1024864,126.090454
997,2.3396258,131.28932
998,1.5334525,86.15211
999,1.9814789,147.91422
1000,3.135507,215.999
1001,2.533156,144.90823
1002,2.7453728,168.38649
1003,2.455025,128.84793
1004,3.0533109,216.86409
1005,2.4575393,196.06929
1006,2.063722,117.48801
1007,2.1166065,93.470634
1008,3.0047157,181.11345
1009,2.224431,136.2237
1010,2.1125531,102.47342
1011,4.0720406,248.7978
1012,2.406917,157.61478
1013,1.5285947,88.59449
1014,3.3694313,235.82597
1015,3.4073877,240.04634
1016,2.1272929,146.79636
1017,2.369549,150.9526
1018,2.598946,195.9007
1019,1.7955377,86.93867
1020,1.8957305,108.30958
1021,3.20737,221.496
1022,2.2098088,137.25671
1023,4.3933654,251.25447
1024,2.8162677,188.19588
1025,2.0235522,133.92194
1026,1.8899342,99.820076
1027,2.891375,191.19243
1028,2.231255,108.80841
1029,1.8778155,113.798065
1030,2.3443472,158.76764
1031,2.7245984,195.52925
1032,2.5400212,174.081
1033,3.6467338,237.43036
1034,1.6678097,88.42638
1035,2.4917796,165.36649
1036,1.7166913,95.90601
1037,1.8099611,132.4049
1038,1.9382669,125.07786
1039,2.26224,155.04306
1040,2.1540117,151.46606
1041,2.0310435,111.16942
1042,2.7372868,152.68707
1043,2.8917294,202.11311
1044,2.103576,167.03696
1045,4.511256,252.48337
1046,2.0388036,114.42877
1047,2.5267594,159.73604
1048,3.4973578,197.63829
1049,1.6901149,71.819084
1050,2.2679138,130.77928
1051,2.74115,174.1695
1052,1.7912326,102.58182
1053,2.2089767,113.41273
1054,2.1306057,116.243454
1055,1.8891518,97.23051
1056,2.4483113,157.3023
1057,1.7722809,83.22804
1058,2.1219313,134.83405
1059,2.4025164,181.00677
1060,2.6007774,138.41173
1061,2.5518441,216.73119
1062,1.3667146,72.929565
1063,3.0502715,231.27898
1064,1.519271,86.42528
1065,3.1020207,201.72188
1066,2.3597302,153.09947
1067,2.181179,113.57123
1068,2.3607552,179.20535
1069,3.6006064,237.56609
1070,1.7799604,113.5668
1071,2.0471058,109.98687
1072,2.274909,111.67569
1073,2.787002,192.42554
1074,1.9309788,98.81369
1075,2.3064518,147.42307
1076,1.7495264,90.85635
1077,1.7224381,112.97894
1078,3.29649,226.59769
1079,2.0948138,89.53806
1080,2.0626063,122.53978
1081,2.0105586,114.06537
1082,3.0692067,219.51265
1083,2.594391,183.8464
1084,2.3186123,176.1268
1085,2.7855859,167.45966
1086,4.0344815,226.42233
